,conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
1542,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c7fbce8-741b-416a-8b34-f9900e0ddd52,knowledge,sector-specific,Shiva (digital game creation systems),Shiva,,released,2022-07-05T14:34:09.904Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The cross-platform game engine which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
1543,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c8327dd-9af0-4124-9c4e-0342d90189d4,skill/competence,cross-sector,design pharmaceutical manufacturing systems,"designing pharmaceutical manufacturing systems
pharmaceutical production systems design
pharmaceutical manufacturing systems design
pharmaceutical manufacturing systems designing
pharmaceutical production systems designing
designing pharmaceutical production systems",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Design production control systems which involve all processes from pharmaceutical production process to pharmaceutical stocks with the purpose of providing the correct input for the development of pharmaceutica manufacturing plant software packages.
1544,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c8658c0-8f1e-4bf1-8e81-0a3a6033847e,skill/competence,sector-specific,wire security sensors,"security sensor control panel wiring
wiring of security sensor control panel
wiring security sensor control panel
wiring of burglar alarm
security sensor wiring
wiring of security sensors
wiring security sensors
connecting burglar alarm wiring
connect burglar alarm wiring",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Draw wires from the correct contact points in a variety of security sensors to the control panel. Make sure the wiring plan of the control panel is clear and effective.
1561,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ce4cddd-4a74-458e-a2d4-152ca939475a,knowledge,sector-specific,OWASP ZAP,"OWASP Zed
OWASP Zed Attack Proxy",,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The integrated testing tool OWASP Zed Attack Proxy (ZAP) is a specialised tool which tests web applications security weaknesses, replying on an automated scanner and a REST API."
1593,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650,skill/competence,cross-sector,"evaluate data, information and digital content","evaluate digital content
evaluate digital data",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/digcomp","Analyse, compare and critically evaluate the credibility and reliability of sources of data, information and digital content. Analyse, interpret and critically evaluate the data, information and digital content."
1602,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b,knowledge,sector-specific,solution deployment,"implementation of solutions
software solution deployment",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The technologies and standards to be used during the installation, deployment and maintenance of software characteristics."
1615,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1de3942b-99d8-41e8-9ef0-fbc9e9f6307b,knowledge,sector-specific,Drupal,"Drupal web platform
Drupal CMS
Drupal content management system",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The open-source web-based software system written in PHP, used for creating, editing, publishing and archiving blogs, articles, web pages or press releases, which requires a higher level of technical understanding of HTML, CSS and PHP."
1648,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755,skill/competence,sector-specific,manage changes in ICT system,ICT system upgrade,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Plan, realise and monitor system changes and upgrades. Maintain earlier system versions. Revert, if necessary, to a safe older system version."
1664,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ebc1454-b6cb-4e45-a96a-17399961ad39,skill/competence,occupation-specific,manage technical security systems,"managing technical security systems
manage security systems
manage technical security system
be in charge of technical security systems
oversee technical security systems",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Verify the operation of technical security systems such as cameras, badge readers or X-ray machines."
1672,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f0fbd17-56b7-45cd-b841-e7d9e2a5a14e,skill/competence,sector-specific,identify blockchain innovation opportunities,"use blockchain to drive innovation
analyse blockchain-based business innovation",,released,2023-11-29T16:34:44.259Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Identify blockchain innovation opportunities through the introduction of blockchain-based solutions, within a particular sector, but also across sectors. Understand the consequences of essential blockchain properties such as transparency and security for driving forward innovations."
1673,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f1bef0f-2484-4136-a5bf-6ed80346a671,skill/competence,sector-specific,solve problems in gambling through digital means,"solve gambling problems through digital means
work out gambling problems through digital means
find a solution to problems in gambling through information technology
solving problems in gambling through digital means",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use ICT resources, tools and competence in order to solve gambling, betting and lottery problems such as game operation problems."
1705,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fa420ed-5378-4258-8d7a-9ec274dda927,skill/competence,occupation-specific,operate control panels,"operate control panel
run control panels
operating control panels
use control panels",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use control panels to steer mechanisms, like automatic gates or machines."
1709,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fc03dc8-0ee0-4876-83ec-86e0bfcb3876,knowledge,cross-sector,crowdfunding,"crowdsourcing funds
collective funding",,released,2024-03-01T11:48:19.432Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The process of collecting money via internet to fund a project or a business, using digital strategies to collect small amounts of money from a large group of contributors."
1729,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ffac4ac-fda7-407d-8ed1-ca8f4a8dc146,knowledge,sector-specific,Angular,"Angular related algorithms
testing in Angular
programming paradigms in Angular
coding in Angular
Angular techniques and principles",,released,2024-02-23T08:56:58.157Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Angular."
1752,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/206f5738-e91f-4390-84a2-fcb864bc11b1,skill/competence,cross-sector,use specialised computer models for weather forecasting,"utilise specialised computer modelling software for weather forecasting
anticipate weather conditions through use of computer models
use specialized computer models for weather forecasting
utilise specialised computer models for weather forecasting
develop weather forecasts using computer models
anticipate weather conditions through use of computer modelling software
develop long and short term weather forecasts using computer models
use specialised computer modelling software for weather forecasting
utilise specialised computer models for weather forecasts
use specialised computer models for weather forecasts
develop long and short term weather forecasts using computer modelling software",,released,2022-07-05T14:34:21.232Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Make short-term and long-term weather forecasts applying physical and mathematical formulae; understand specialised computer modelling applications.
1771,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20c6a2ec-ef98-4f95-8a16-c8006d9242ba,skill/competence,sector-specific,set up sound equipment,"set up sound gear
set up sound apparatus
set up sound devices
set up sound instruments
setting up sound equipment",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Set up equipment to record sound. Test acoustics and make adjustments.
1772,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20c920d4-7ff7-4676-ba61-3f04490d9416,skill/competence,sector-specific,keep up with the latest information systems solutions,keep up with the latest information systems,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Gather the latest information on existing information systems solutions which integrate software and hardware, as well as network components."
1780,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20eb4c72-2a50-4a68-acb0-7e0d4559c097,skill/competence,occupation-specific,set up consumer electronics,"setting up consumer electronics
install consumer electronics
install electronics equipment
set up electronics",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Connect electronic devices, such as TVs, audio and video equipment and cameras, to the electricity network and perform electrical bonding to avoid dangerous potential differences. Test the installation for proper functioning."
1790,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/211e4a02-69a6-494e-b94a-93741e2a3a0b,skill/competence,sector-specific,disassemble mobile devices,"disassemble cell phone devices
assemble cell phone
reassemble mobile devices
assemble mobile phone
assemble mobile devices",,released,2022-07-05T14:37:59.932Z,It includes mobile phones and tablets.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Deconstruct mobile devices in order to analyse faults, perform replacement or recycle parts."
